ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
654,1,27,2,V4,2,V2,27,V0,3915,4,V3,V1,yes,5079,V3,1,V2,F,V2,V3,35,T,0,V2,1,V9,19878,V2,,,3915,V2,V3
655,0,24,1,V3,4,V4,24,V0,5507,3,V3,V1,yes,5356,V3,1,V4,F,V4,V5,44,T,0,V3,2,V5,1508,V4,,,5507,V1,V3
656,0,6,1,V2,2,V1,6,V1,1203,3,V3,V1,yes,4973,V3,1,V1,F,V2,V5,43,T,0,V2,1,V0,23848,V2,,,1203,V2,V3
657,0,48,2,V4,3,V4,48,V4,7238,3,V3,V1,yes,4828,V1,1,V4,F,V3,V5,32,T,0,V2,2,V3,59085,V3,,,7238,V1,V3
658,0,14,1,V1,2,V2,14,V2,1409,1,V3,V1,yes,5839,V3,1,V2,F,V2,V5,34,T,0,V2,1,V9,79214,V2,,,1409,V2,V4
659,0,10,1,V1,3,V1,10,V4,2132,2,V3,V2,no,5181,V3,1,V1,F,V4,V2,27,T,0,V1,2,V2,102778,V4,,,2132,V1,V2
660,1,27,1,V2,2,V2,27,V2,2520,4,V2,V1,yes,6283,V3,1,V2,F,V4,V3,23,T,0,V2,2,V3,40953,V4,,,2520,V1,V3
661,0,11,1,V2,2,V4,11,V0,925,1,V1,V1,yes,3621,V3,1,V4,F,V4,V1,38,T,0,V2,1,V0,7041,V4,,,925,V1,V2
662,0,10,2,V1,2,V1,10,V0,3938,1,V2,V1,yes,4740,V3,1,V1,F,V4,V3,40,T,0,V2,2,V0,45092,V4,,,3938,V1,V3
663,0,17,1,V4,3,V2,17,V0,2779,1,V3,V1,yes,3620,V3,1,V2,F,V2,V3,21,T,0,V1,1,V1,11188,V2,,,2779,V2,V4
664,0,53,2,V2,2,V4,53,V4,9436,2,V2,V1,yes,4254,V3,1,V4,F,V5,V3,39,T,0,V2,1,V1,37085,V5,,,9436,V1,V3
665,0,18,1,V4,4,V1,18,V0,3650,1,V3,V1,yes,5972,V3,1,V1,F,V2,V2,22,T,0,V1,1,V2,45593,V2,,,3650,V1,V2
666,0,18,1,V4,1,V4,18,V0,2237,2,V3,V1,yes,5584,V3,1,V4,F,V4,V3,24,T,0,V2,2,V3,15604,V4,,,2237,V1,V2
667,1,29,1,V4,2,V2,29,V0,5234,4,V4,V1,yes,6639,V3,1,V2,F,V4,V1,28,T,0,V2,2,V0,20728,V4,,,5234,V1,V4
668,0,35,2,V4,2,V4,35,V4,8946,3,V4,V1,yes,6174,V2,1,V4,F,V3,V4,31,T,0,V2,1,V1,35485,V3,,,8946,V2,V3
669,0,5,1,V2,4,V2,5,V4,367,4,V3,V1,yes,3792,V3,1,V2,F,V2,V5,37,T,0,V2,1,V3,2041,V2,,,367,V1,V3
670,0,5,1,V1,2,V4,5,V3,1542,4,V3,V1,yes,3233,V3,1,V4,F,V2,V3,32,T,0,V2,1,V2,34251,V2,,,1542,V1,V1
671,0,23,1,V3,1,V1,23,V0,2910,2,V4,V1,yes,5810,V3,1,V1,F,V2,V4,33,T,0,V3,1,V1,53996,V2,,,2910,V2,V3
672,0,14,1,V4,4,V4,14,V2,2221,2,V3,V1,yes,5632,V3,1,V4,F,V2,V3,20,T,0,V1,1,V2,44992,V2,,,2221,V1,V2
673,0,12,1,V1,4,V4,12,V0,618,4,V3,V1,yes,6030,V3,1,V4,F,V4,V5,56,T,0,V2,1,V3,8070,V4,,,618,V1,V3
674,1,15,2,V4,3,V1,15,V0,949,4,V3,V1,yes,6118,V3,1,V1,F,V5,V5,32,T,0,V1,2,V0,14254,V5,,,949,V1,V3
675,0,35,1,V2,2,V2,35,V0,7431,2,V3,V1,yes,5544,V3,1,V2,F,V3,V3,53,T,0,V1,1,V0,15145,V3,,,7431,V1,V2
676,0,24,1,V4,2,V1,24,V0,4019,2,V3,V1,yes,4348,V2,1,V1,F,V2,V3,27,T,0,V2,1,V2,10553,V2,,,4019,V1,V3
677,0,11,1,V4,1,V1,11,V0,1857,4,V3,V1,yes,6819,V3,1,V1,F,V2,V2,22,T,0,V1,1,V2,25201,V2,,,1857,V1,V2
678,0,48,1,V3,3,V4,48,V0,6110,1,V3,V1,yes,3284,V1,1,V4,F,V4,V3,31,T,0,V3,1,V6,42987,V4,,,6110,V2,V3
679,1,36,1,V4,4,V1,36,V0,2746,4,V3,V1,yes,4173,V1,1,V1,F,V1,V5,30,T,0,V2,1,V2,27740,V1,,,2746,V1,V3
680,0,30,1,V2,3,V4,30,V4,6741,2,V3,V1,yes,5401,V3,1,V4,F,V4,V4,36,T,0,V2,2,V3,3264,V4,,,6741,V1,V3
681,0,15,1,V1,3,V1,15,V0,1721,2,V3,V1,yes,5872,V3,1,V1,F,V2,V2,36,T,0,V2,1,V0,29041,V2,,,1721,V1,V3
682,0,11,1,V1,4,V2,11,V3,982,1,V2,V1,yes,5484,V3,1,V2,F,V2,V2,19,T,0,V1,1,V2,13833,V2,,,982,V1,V2
683,1,48,1,V1,1,V1,48,V0,6998,1,V3,V3,yes,6337,V3,1,V1,F,V2,V4,34,T,0,V2,2,V3,17218,V2,,,6998,V2,V4
684,0,,1,V3,4,V1,5,V0,859,1,V3,V1,yes,5240,V3,1,V1,F,V4,V5,39,T,0,V2,2,V0,11357,V4,,,859,V2,V2
685,0,9,1,V1,3,V2,9,V2,789,4,V2,V1,yes,5315,V3,1,V2,F,V2,V3,65,T,0,V2,1,V3,91895,V2,,,789,V1,V2
686,0,12,1,V2,4,V4,12,V0,1258,2,V2,V1,yes,5417,V3,1,V4,F,V4,V2,22,T,0,V1,2,V2,17545,V4,,,1258,V1,V2
687,1,20,1,V4,2,V2,20,V1,2767,4,V2,V1,yes,5427,V1,1,V2,F,V2,V5,61,T,0,V1,2,V9,57337,V2,,,2767,V1,V1
688,0,17,1,V1,4,V2,17,V0,1795,3,V2,V3,yes,4269,V1,1,V2,F,V4,V5,48,T,0,V1,2,V3,24706,V4,,,1795,V2,V2
689,1,12,1,V1,2,V3,12,V2,938,4,V3,V1,yes,6342,V3,1,V3,F,V4,V4,28,T,0,V2,3,V0,53304,V4,,,938,V2,V4
690,0,42,1,V2,4,V4,42,V4,7166,2,V3,V1,yes,5032,V3,1,V4,F,V2,V4,29,T,0,V1,1,V3,33845,V2,,,7166,V2,V4
691,0,8,2,V1,2,V4,8,V4,3074,1,V3,V1,yes,4334,V3,1,V4,F,V4,V3,33,T,0,V2,2,V3,100313,V4,,,3074,V1,V3
692,0,36,1,V4,2,V4,36,V4,11053,4,V4,V1,yes,3694,V3,1,V4,F,V4,V3,30,T,0,V2,1,V1,38581,V4,4,,11053,V2,V3
693,0,17,1,V3,4,V1,17,V0,1939,3,V4,V2,yes,5075,V1,1,V1,F,V1,V2,35,T,0,V3,1,V3,61005,V1,,,1939,V2,V3
694,1,53,1,V3,4,V2,53,V0,15944,3,V3,V1,yes,4438,V3,1,V2,F,V5,V2,58,T,0,V1,1,V9,37962,V5,,,15944,V2,V3
695,1,18,2,V4,4,V2,18,V0,884,4,V3,V1,yes,5212,V1,1,V2,F,V4,V5,35,T,0,V2,1,V0,22556,V4,,,884,V2,V3
696,0,30,1,V4,2,V4,30,V0,5953,3,V3,V2,yes,6139,V3,1,V4,F,V4,V4,37,T,0,V2,1,V3,41607,V4,,,5953,V1,V3
697,0,15,1,V2,2,V4,15,V3,959,3,V3,V1,yes,4597,V3,1,V4,F,V3,V4,30,T,0,V2,2,V2,23901,V3,,,959,V1,V2
698,0,12,2,V1,1,V4,12,V0,1494,4,V2,V1,yes,4843,V3,1,V4,F,V4,V5,38,T,0,V2,2,V0,48056,V4,,,1494,V1,V3
699,0,24,1,V2,2,V2,24,V4,4711,4,V4,V1,yes,2700,V1,1,V2,F,V3,V3,36,T,0,V2,2,V9,54039,V3,,,4711,V2,V3
700,0,15,1,V3,4,V4,15,V2,5323,1,V3,V1,yes,5100,V3,1,V4,F,V2,V5,34,T,0,V3,1,V0,44368,V2,,,5323,V1,V2
701,0,23,1,V1,4,V1,23,V2,2827,4,V3,V1,yes,5662,V2,1,V1,F,V1,V3,21,T,0,V2,1,V2,9908,V1,,,2827,V2,V3
702,0,12,2,V1,3,V2,12,V0,3123,1,V2,V1,yes,5085,V1,1,V2,F,V4,V2,48,T,0,V2,2,V0,67771,V4,,,3123,V1,V3
703,0,35,2,V4,2,V4,35,V0,10874,2,V3,V1,yes,4570,V3,1,V4,F,V3,V5,44,T,0,V2,2,V0,36307,V3,,,10874,V2,V3
704,0,45,1,V4,4,V2,45,V1,4576,3,V3,V1,yes,6863,V3,1,V2,F,V4,V1,27,T,0,V2,1,V1,34473,V4,,,4576,V1,V3
705,0,21,1,V2,4,V4,21,V4,1282,4,V3,V1,yes,3927,V3,1,V4,F,V2,V4,25,T,0,V1,1,V0,41169,V2,,,1282,V1,V2
706,1,35,1,V4,1,V4,35,V0,9571,1,V3,V1,yes,2965,V3,1,V4,F,V3,V2,27,T,0,V2,2,V9,13486,V3,,,9571,V1,V1
707,1,12,1,V4,2,V1,12,V0,696,4,V3,V1,yes,4691,V1,1,V1,F,V1,V2,45,T,0,V2,2,V0,125865,V1,,,696,V2,V3
708,0,12,2,V2,4,V4,12,V2,522,4,V3,V1,yes,4858,V3,1,V4,F,V4,V5,41,T,0,V2,2,V3,17833,V4,,,522,V2,V3
709,0,29,1,V2,1,V2,29,V0,3832,2,V3,V1,yes,5061,V3,1,V2,F,V2,V2,21,T,0,V2,1,V2,38442,V2,,,3832,V1,V4
710,1,24,2,V3,4,V1,24,V0,4109,3,V3,V1,yes,5475,V1,1,V1,F,V5,V5,23,T,0,V1,2,V2,71429,V5,,,4109,V1,V3
711,1,23,1,V4,3,V1,23,V4,1358,4,V4,V1,yes,4968,V2,1,V1,F,V1,V5,39,T,0,V2,1,V10,70127,V1,,,1358,V2,V3
712,0,29,1,V4,3,V1,29,V4,8072,2,V3,V1,yes,4551,V1,1,V1,F,V5,V2,25,T,0,V2,3,V9,17842,V5,,,8072,V1,V3
713,0,29,1,V4,4,V4,29,V0,4529,4,V4,V1,yes,5375,V3,1,V4,F,V4,V4,25,T,0,V1,1,V3,10528,V4,,,4529,V2,V2
714,1,12,2,V3,4,V4,12,V3,1555,4,V3,V1,yes,5188,V3,1,V4,F,V3,V5,55,T,0,V3,2,V5,45498,V3,,,1555,V1,V3
715,0,12,1,V1,2,V4,12,V0,1101,3,V3,V1,yes,5397,V3,1,V4,F,V2,V3,26,T,0,V2,2,V0,40448,V2,,,1101,V2,V4
716,0,30,1,V4,4,V2,30,V4,2991,2,V3,V1,yes,4766,V3,1,V2,F,V2,V5,24,T,0,V2,1,V3,119377,V2,,,2991,V1,V2
717,0,18,1,V1,4,V2,18,V4,1886,4,V3,V1,yes,5113,V1,1,V2,F,V4,V3,27,T,0,V2,2,V9,12745,V4,,,1886,V1,V4
718,0,10,1,V1,2,V4,10,V3,2141,1,V3,V1,yes,3295,V3,1,V4,F,V2,V5,28,T,0,V2,1,V9,40707,V2,,,2141,V2,V1
719,0,17,1,V3,4,V1,17,V0,5302,2,V4,V1,yes,6397,V3,1,V1,F,V4,V5,35,T,0,V3,3,V0,9864,V4,,,5302,V2,V3
720,0,5,2,V1,4,V3,5,V0,1342,1,V3,V1,no,2857,V3,1,V3,F,V4,V5,45,T,0,V2,2,V0,49589,V4,,,1342,V1,V3
721,1,8,1,V4,2,V4,8,V0,1979,2,V3,V2,yes,6278,V3,1,V4,F,V2,V2,18,T,0,V1,2,V2,169389,V2,,,1979,V1,V2
722,0,6,2,V2,2,V4,6,V0,1594,3,V3,V1,yes,6472,V3,1,V4,F,V2,V4,50,T,0,V2,1,V3,19602,V2,,,1594,V1,V3
723,0,9,2,V1,4,V4,9,V0,1230,3,V2,V1,no,5514,V3,1,V4,F,V4,V5,31,T,0,V2,2,V0,35643,V4,,,1230,V1,V3
724,0,11,2,V2,3,V4,11,V4,3526,2,V4,V1,yes,5563,V3,1,V4,F,V2,V2,44,T,0,V2,1,V0,36324,V2,,,3526,V2,V3
725,0,19,1,V4,3,V2,19,V0,2628,2,V3,V1,yes,4274,V1,1,V2,F,V3,V3,29,T,0,V2,2,V10,42631,V3,,,2628,V2,V3
726,0,23,1,V4,2,V4,23,V0,2284,4,V3,V1,yes,5463,V3,1,V4,F,V2,V4,28,T,0,V2,1,V3,24584,V2,,,2284,V2,V3
727,1,12,1,V3,4,V1,12,V0,7864,4,V4,V1,yes,4998,V3,1,V1,F,V2,V5,53,T,0,V3,1,V2,77724,V2,,,7864,V2,V3
728,0,3,2,V1,1,V4,3,V0,1455,2,V2,V1,yes,4310,V3,1,V4,F,V4,V4,42,T,0,V2,3,V0,96076,V4,,,1455,V1,V3
729,1,29,1,V4,4,V2,29,V1,4280,4,V2,V1,yes,4672,V3,1,V2,F,V5,V3,25,T,0,V1,2,V9,18934,V5,,,4280,V1,V2
730,0,9,1,V2,4,V4,9,V1,2300,2,V3,V1,yes,4321,V3,1,V4,F,V2,V2,21,T,0,V1,1,V2,28142,V2,,,2300,V1,V2
731,0,11,1,V4,1,V2,11,V2,1158,3,V3,V1,yes,5593,V3,1,V2,F,V2,V3,25,T,0,V2,1,V3,24316,V2,,,1158,V2,V1
732,1,59,1,V3,4,V1,59,V0,6835,3,V3,V1,yes,5491,V3,1,V1,F,V3,V5,63,T,0,V2,2,V9,53540,V3,,,6835,V2,V3
733,0,6,1,V1,2,V4,6,V0,1740,2,V3,V1,yes,5826,V3,1,V4,F,V4,V5,30,T,0,V1,2,V3,10054,V4,,,1740,V1,V4
734,0,6,1,V2,2,V4,6,V4,729,4,V2,V1,yes,4967,V3,1,V4,F,V4,V5,46,T,0,V1,2,V3,51815,V4,,,729,V2,V3
735,0,29,1,V2,4,V3,29,V0,3017,4,V3,V1,yes,4980,V3,1,V3,F,V4,V5,46,T,0,V2,1,V3,53331,V4,,,3017,V1,V3
736,0,5,1,V1,3,V2,5,V0,484,3,V2,V3,yes,6199,V1,1,V2,F,V2,V4,28,T,0,V2,1,V3,15315,V2,,,484,V1,V4
737,0,24,2,V3,4,V1,24,V0,6419,2,V4,V1,yes,5256,V3,1,V1,F,V4,V5,44,T,0,V3,2,V1,12376,V4,,,6419,V2,V2
738,0,39,1,V3,3,V2,39,V1,11760,2,V3,V1,yes,6321,V3,1,V2,F,V3,V4,32,T,0,V1,1,V6,15327,V3,,,11760,V2,V3
739,1,36,1,V4,1,V2,36,V0,3803,4,V3,V1,yes,3958,V3,1,V2,F,V5,V3,41,T,0,V2,1,V3,120861,V5,,,3803,V2,V2
740,0,23,1,V2,3,V4,23,V1,4150,2,V3,V1,yes,4522,V3,1,V4,F,V3,V3,35,T,0,V2,2,V2,24490,V3,,,4150,V1,V3
741,1,8,1,V1,2,V3,8,V0,744,3,V2,V1,yes,4920,V3,1,V3,F,V2,V3,27,T,0,V2,1,V3,32519,V2,,,744,V1,V2
742,0,41,1,V1,1,V2,41,V0,5954,2,V2,V1,yes,4827,V1,1,V2,F,V4,V4,40,T,0,V2,2,V9,33743,V4,,,5954,V1,V2
743,0,23,1,V4,2,V4,23,V0,3867,4,V4,V1,yes,4693,V3,1,V4,F,V4,V5,40,T,0,V1,2,V1,9231,V4,,,3867,V2,V2
744,1,23,1,V1,4,V2,23,V0,1934,4,V3,V1,yes,5320,V3,1,V2,F,V4,V5,31,T,0,V2,2,V9,11965,V4,,,1934,V2,V1
745,0,24,1,V2,2,V2,24,V0,1742,4,V2,V1,yes,4437,V3,1,V2,F,V4,V5,48,T,0,V2,2,V3,26792,V4,,,1742,V1,V3
746,0,3,2,V1,1,V4,3,V0,1502,2,V2,V1,yes,6248,V3,1,V4,F,V4,V4,41,T,0,V2,2,V3,38119,V4,,,1502,V1,V3
747,0,24,1,V2,3,V4,24,V1,2463,4,V3,V1,yes,8075,V3,1,V4,F,V4,V4,26,T,0,V2,2,V0,96664,V4,,,2463,V2,V4
748,0,20,1,V1,2,V4,20,V0,2240,4,V3,V1,yes,5268,V3,1,V4,F,V2,V5,50,T,0,V2,2,V2,17844,V2,,,2240,V1,V3
749,1,9,1,V4,2,V3,9,V0,1336,4,V4,V1,yes,4832,V3,1,V3,F,V5,V2,33,T,0,V2,2,V3,8076,V5,,,1336,V2,V3
750,0,23,2,V3,3,V2,23,V4,2825,4,V3,V1,yes,4365,V3,1,V2,F,V4,V4,33,T,0,V2,2,V9,19028,V4,,,2825,V2,V3
751,0,17,1,V2,3,V4,17,V2,628,4,V4,V1,yes,5007,V1,1,V4,F,V4,V5,31,T,0,V2,2,V3,64918,V4,,,628,V2,V3
752,0,23,1,V1,4,V1,23,V2,2482,4,V3,V1,yes,3681,V2,1,V1,F,V1,V3,21,T,0,V2,1,V2,70177,V1,,,2482,V2,V3
753,0,12,2,V2,2,V1,12,V0,3589,2,V2,V2,yes,5732,V3,1,V1,F,V2,V3,28,T,0,V2,1,V2,17954,V2,,,3589,V1,V3
754,0,24,1,V1,1,V4,24,V3,1516,4,V2,V1,yes,6134,V3,1,V4,F,V4,V3,42,T,0,V2,2,V3,9723,V4,,,1516,V1,V2
755,0,12,1,V2,2,V4,12,V0,1290,4,V3,V1,yes,4885,V3,1,V4,F,V4,V3,35,T,0,V2,2,V3,22968,V4,,,1290,V1,V2
756,0,21,1,V4,1,V3,21,V1,2923,1,V4,V1,yes,5123,V1,1,V3,F,V2,V3,27,T,0,V2,1,V0,81475,V2,,,2923,V2,V2
757,0,11,1,V1,4,V2,11,V3,1318,4,V3,V1,yes,6035,V3,1,V2,F,V2,V5,53,T,0,V2,1,V0,42612,V2,,,1318,V2,V3
758,0,5,1,V2,3,V1,5,V0,609,4,V3,V1,no,3248,V3,1,V1,F,V4,V4,37,T,0,V2,2,V0,11951,V4,,,609,V1,V2
759,1,6,1,V2,4,V4,6,V0,4610,1,V3,V1,yes,3639,V3,1,V4,F,V2,V2,32,T,0,V2,1,V2,15751,V2,,,4610,V1,V2
760,1,42,2,V2,2,V1,42,V0,4370,3,V3,V1,yes,5699,V1,1,V1,F,V3,V4,25,T,0,V2,2,V3,36345,V3,,,4370,V2,V3
761,0,8,1,V1,2,V4,8,V0,1388,4,V3,V1,yes,5550,V3,1,V4,F,V2,V3,25,T,0,V1,1,V2,33188,V2,,,1388,V1,V2
762,1,36,1,V4,2,V4,36,V0,4462,4,V4,V1,yes,6680,V3,1,V4,F,V3,V3,26,T,0,V2,2,V3,9172,V3,,,4462,V2,V3
763,0,9,1,V3,4,V3,9,V0,781,4,V3,V1,yes,4623,V3,1,V3,F,V4,V5,62,T,0,V3,2,V0,26660,V4,,,781,V2,V3
764,0,18,1,V4,1,V1,18,V0,2389,4,V3,V1,yes,6584,V2,1,V1,F,V2,V2,26,T,0,V2,1,V3,15106,V2,,,2389,V1,V2
765,0,12,1,V4,1,V2,12,V1,1995,4,V3,V1,yes,5018,V3,1,V2,F,V4,V2,27,T,0,V2,1,V0,64865,V4,,,1995,V1,V3
766,0,14,1,V2,1,V2,14,V4,1443,4,V3,V1,yes,7390,V3,1,V2,F,V2,V2,23,T,0,V2,1,V3,53490,V2,,,1443,V1,V3
767,1,36,1,V2,2,V1,36,V0,5178,4,V3,V1,yes,4705,V3,1,V1,F,V2,V4,28,T,0,V2,1,V2,20433,V2,,,5178,V1,V3
768,0,9,1,V4,3,V4,9,V0,2405,2,V4,V1,yes,5454,V3,1,V4,F,V4,V1,31,T,0,V2,1,V2,47128,V4,,,2405,V1,V3
769,0,23,,V2,2,V4,23,V0,1412,4,V3,V1,yes,3213,V3,1,V4,F,V2,V3,27,T,0,V2,1,V3,17309,V2,,,1412,V1,V4
770,1,29,1,V2,2,V2,29,V0,8386,2,V3,V1,yes,5319,V3,1,V2,F,V4,V4,48,T,0,V2,1,V2,40428,V4,,,8386,V1,V3
771,1,35,2,V4,2,V1,35,V0,3445,4,V3,V1,yes,5354,V3,1,V1,F,V2,V5,41,T,0,V2,1,V2,10791,V2,,,3445,V1,V3
772,0,12,1,V1,2,V2,12,V0,1409,2,V2,V1,yes,4801,V3,1,V2,F,V5,V3,31,T,0,V2,1,V8,57363,V5,,,1409,V2,V3
773,0,17,1,V2,2,V4,17,V0,1820,2,V4,V1,yes,4900,V3,1,V4,F,V2,V3,30,T,0,V2,1,V0,23561,V2,,,1820,V2,V4
774,0,10,2,V1,3,V1,10,V0,2241,1,V2,V1,no,6988,V3,1,V1,F,V4,V2,47,T,0,V1,2,V0,21722,V4,,,2241,V1,V3
775,0,14,1,V3,2,V4,14,V4,3555,3,V3,V1,yes,4682,V3,1,V4,F,V2,V3,28,T,0,V2,1,V0,45991,V2,,,3555,V1,V3
776,0,7,1,V1,2,V2,7,V0,1414,4,V3,V3,no,5746,V3,1,V2,F,V2,V3,32,T,0,V2,1,V3,4507,V2,,,1414,V1,V3
777,0,11,1,V1,3,V2,11,V0,1154,3,V2,V3,yes,5041,V1,1,V2,F,V2,V5,39,T,0,V2,2,V3,8327,V2,,,1154,V1,V4
778,1,18,1,V3,4,V2,18,V0,12975,3,V4,V1,yes,6460,V3,1,V2,F,V2,V1,38,T,0,V3,1,V1,36395,V2,,,12975,V2,V2
779,0,12,1,V1,2,V1,12,V0,700,4,V2,V1,yes,6099,V3,1,V1,F,V2,V3,40,T,0,V2,1,V3,70446,V2,,,700,V1,V4
780,1,11,1,V2,4,V1,11,V0,902,4,V3,V1,yes,5251,V3,1,V1,F,V2,V4,20,T,0,V1,1,V8,19627,V2,,,902,V1,V4
781,1,11,1,V1,4,V1,11,V0,625,4,V2,V1,yes,5499,V1,1,V1,F,V1,V3,23,T,0,V2,1,V3,53846,V1,,,625,V1,V2
782,1,40,1,V3,3,V1,40,V0,5997,4,V3,V1,yes,2917,V1,1,V1,F,V4,V3,27,T,0,V2,1,V6,19032,V4,,,5997,V2,V3
783,0,12,2,V1,2,V1,12,V0,2122,3,V2,V1,no,5399,V3,1,V1,F,V4,V3,39,T,0,V1,2,V0,49935,V4,,,2122,V1,V3
784,0,13,1,V2,4,V2,13,V0,2101,2,V2,V3,yes,5237,V3,1,V2,F,V2,V2,23,T,0,V2,1,V3,66076,V2,,,2101,V1,V2
785,0,23,1,V1,2,V4,23,V0,2058,4,V3,V1,yes,4498,V3,1,V4,F,V4,V3,33,T,0,V2,2,V5,55738,V4,,,2058,V2,V1
786,0,5,1,V4,2,V4,5,V0,1553,1,V3,V1,yes,3939,V3,1,V4,F,V4,V4,24,T,0,V1,2,V3,58955,V4,,,1553,V2,V2
787,1,12,1,V2,3,V1,12,V1,741,4,V3,V1,yes,6501,V3,1,V1,F,V2,V1,21,T,0,V2,1,V4,31983,V2,,,741,V1,V2
788,0,14,1,V4,4,V4,14,V4,5045,1,V3,V1,yes,4997,V3,1,V4,F,V4,V5,58,T,0,V2,1,V0,60694,V4,,,5045,V2,V2
789,0,48,1,V4,1,V4,48,V2,12749,4,V4,V1,yes,3985,V3,1,V4,F,V3,V4,36,T,0,V2,1,V3,6819,V3,,,12749,V2,V3
790,0,23,1,V1,2,V4,23,V0,2684,4,V2,V1,yes,3921,V3,1,V4,F,V4,V3,34,T,0,V2,2,V3,113349,V4,,,2684,V1,V3
791,0,24,1,V4,2,V4,24,V4,1927,3,V3,V1,yes,6609,V3,1,V4,F,V4,V3,33,T,0,V2,2,V6,52574,V4,,,1927,V2,V2
792,0,47,1,V1,1,V1,47,V0,10721,1,V2,V1,yes,5173,V3,1,V1,F,V2,V2,34,T,0,V2,1,V0,71432,V2,,,10721,V2,V2
793,1,29,1,V3,1,V1,29,V0,11998,1,V2,V1,yes,6182,V3,1,V1,F,V2,V2,34,T,0,V2,1,V5,18383,V2,,,11998,V2,V1
794,0,6,1,V2,2,V1,6,V2,1352,1,V1,V1,yes,5205,V3,1,V1,F,V2,V1,23,T,0,V1,1,V1,22871,V2,,,1352,V2,V2
795,0,12,1,V4,2,V4,12,V0,2171,2,V3,V1,yes,4631,V1,1,V4,F,V2,V2,29,T,0,V2,1,V3,54663,V2,,,2171,V1,V2
796,0,5,2,V2,4,V4,5,V2,1749,2,V2,V1,yes,3375,V1,1,V4,F,V1,V5,44,T,0,V2,1,V3,111874,V1,,,1749,V1,V3
797,1,11,1,V1,1,V2,11,V0,1222,1,V3,V1,yes,4474,V3,1,V2,F,V2,V5,46,T,0,V1,2,V0,11967,V2,,,1222,V1,V1
798,0,11,2,V2,3,V1,11,V3,3651,1,V3,V1,yes,5178,V3,1,V1,F,V2,V3,30,T,0,V2,1,V0,49971,V2,,,3651,V1,V3
799,0,8,1,V2,4,V4,8,V4,1243,4,V2,V1,yes,3694,V3,1,V4,F,V4,V5,41,T,0,V1,2,V6,11394,V4,,,1243,V1,V2
800,1,6,1,V1,4,V1,6,V0,3384,1,V4,V1,yes,5359,V3,1,V1,F,V4,V3,44,T,0,V1,1,V2,65475,V4,,,3384,V2,V1
801,1,11,1,V4,1,V2,11,V0,1295,3,V3,V1,yes,5739,V3,1,V2,F,V2,V2,24,T,0,V1,1,V0,23409,V2,,,1295,V1,V2
802,1,24,1,V4,4,V1,24,V0,1545,4,V2,V3,yes,5646,V1,1,V1,F,V1,V4,23,T,0,V1,1,V3,20563,V1,,,1545,V1,V3
803,0,6,1,V2,1,V1,6,V0,427,2,V3,V1,yes,4737,V1,1,V1,F,V2,V5,49,T,0,V2,1,V2,65435,V2,,,427,V2,V2
804,0,12,1,V1,2,V4,12,V0,1767,3,V2,V1,yes,5194,V3,1,V4,F,V2,V3,24,T,0,V1,1,V2,58275,V2,,,1767,V1,V3
805,0,9,1,V4,1,V4,9,V4,2069,2,V3,V1,no,3300,V3,1,V4,F,V4,V3,25,T,0,V2,2,V2,37745,V4,,,2069,V1,V4
806,1,23,2,V4,2,V1,23,V0,1823,4,V4,V1,yes,5239,V2,1,V1,F,V2,V1,29,T,0,V2,1,V3,40647,V2,,,1823,V1,V3
807,0,10,1,V4,2,V3,10,V0,1225,2,V3,V1,yes,5063,V3,1,V3,F,V2,V3,36,T,0,V2,1,V4,104273,V2,,,1225,V2,V3
808,0,17,2,V4,3,V2,17,V0,3590,3,V1,V1,yes,5569,V3,1,V2,F,V4,V1,39,T,0,V2,3,V9,57913,V4,,,3590,V2,V4
809,1,12,1,V4,2,V2,12,V0,639,4,V3,V1,yes,4852,V3,1,V2,F,V2,V3,29,T,0,V2,1,V5,15849,V2,,,639,V1,V3
810,0,18,1,V3,2,V4,18,V0,1817,4,V3,V1,yes,6007,V3,1,V4,F,V4,V3,28,T,0,V2,2,V2,8153,V4,,,1817,V1,V2
811,1,48,1,V4,2,V2,48,V0,9960,1,V3,V1,yes,4237,V3,1,V2,F,V2,V2,25,T,0,V2,1,V2,59678,V2,,,9960,V2,V2
812,1,5,1,V2,4,V1,5,V0,447,4,V3,V1,yes,4732,V3,1,V1,F,V2,V2,23,T,0,V2,1,V6,56175,V2,,,447,V1,V2
813,0,6,1,V1,2,V1,6,V0,1374,1,V2,V1,yes,5320,V1,1,V1,F,V2,V3,36,T,0,V2,1,V2,15473,V2,,,1374,V2,V3
814,0,14,1,V2,3,V1,14,V0,974,2,V3,V1,yes,4090,V3,1,V1,F,V4,,25,T,0,V2,2,V2,14045,V4,,,974,V1,V1
815,0,23,2,V3,4,V1,23,V0,2923,3,V3,V3,yes,6198,V1,1,V1,F,V2,V3,63,T,0,V2,1,V1,59825,V2,,,2923,V2,V3
816,0,18,1,V2,3,V4,18,V4,1168,4,V3,V1,yes,4893,V3,1,V4,F,V4,V3,29,T,0,V2,2,V3,17280,V4,,,1168,V2,V3
817,0,10,1,V1,4,V2,10,V0,1048,4,V2,V1,yes,4659,V2,1,V2,F,V1,V3,23,T,0,V2,1,V3,71054,V1,,,1048,V1,V3
